id	filename	md5	size	state
f0bb6cbc-80ee-49c3-babb-0a560d1b3893	TCGA-BP-5004-01Z-00-DX1.46d61a35-7e4f-4fce-9785-8efe255852f0.svs	59f09e4a7cc9560d12d21c11714e8209	1098561984	released
d9ed7681-4930-439a-b0d8-b4ce6df67338	TCGA-BP-4759-01Z-00-DX1.077e7051-ed46-4cf6-9ede-c08a2b635279.svs	a8a541bf3f2cf132502344b831a5ba4e	768898590	released
8c3acb4c-907f-42ba-93b2-76ea67731229	TCGA-BP-5173-01Z-00-DX1.2f2d1b0c-7579-4c77-bccd-04cbf0957897.svs	582c816653c998fdec98505adddbcb8d	1404626486	released
827ffb1b-4061-47bb-9273-3c4a04498a1a	TCGA-T7-A92I-01Z-00-DX3.FC717D92-13BD-4968-8E82-0CC53EB6D5D1.svs	40bc619398cb6ce4cc7875a8ed0bfaa5	1460679220	released
c9f76b82-5a19-45d6-8985-bc50d939911f	TCGA-BP-4974-01Z-00-DX1.97991078-9139-4bca-a5c7-0c6c66459df9.svs	e3edeb1a0574024f185c449b3f2979dd	1281208912	released
8b0d0a18-eb53-4d79-99c5-c0d04cee3501	TCGA-BP-4326-01Z-00-DX1.1e6bb223-08df-4fb9-ba08-c354cd0190d0.svs	14fb68d417ad9498a5526665bb10554d	680124562	released
48fc2412-1d75-4ac4-afce-24ed24b85eaa	TCGA-BP-4354-01Z-00-DX1.9f53f9e2-ea72-4be4-9848-1a3f5634dac0.svs	cb09e5fd7f18bf6f7eefab6723fe09f9	1261842972	released
ed5f8d8f-5863-4d67-8257-7b7355615aaa	TCGA-CZ-4857-01Z-00-DX1.90c14c89-55ff-40dd-a721-e0c29aa10de9.svs	f88686eeb99931e892ec77c2ee81df76	948291874	released
97a629be-bdd2-4d6e-941d-c17796cce68d	TCGA-B8-5553-01Z-00-DX1.1fd7ba5f-3a88-49f7-b904-c17797092897.svs	85f9b81756bb6c04a6f60d8e154e402c	358514899	released
6bba44e1-119b-4687-89de-34ba445f11ce	TCGA-B4-5835-01Z-00-DX1.55c88092-9092-4881-a8a1-88dafc0a58be.svs	4164fde3fd1a1e415ec429f4c1298666	428785067	released
a8e1a365-4276-494a-9c47-fa6720ca1ffd	TCGA-B0-5712-01Z-00-DX1.b6b950fb-d0d4-4ae2-ae53-8eb51b7751bf.svs	3450812a6162c3313145f905b058cdd2	840604753	released
9d71dce9-f16e-4230-92d1-f66f3f596079	TCGA-BP-4768-01Z-00-DX1.f56632b8-79d2-440d-a137-b9f667e4ef54.svs	ce870c4cbd55390d7797115b0a18c44e	1357928054	released
997222d8-ddca-41a3-9687-d3f7716b2487	TCGA-BP-4965-01Z-00-DX1.80afb4f3-e44e-4e99-8047-102be4aad2de.svs	00791f045f1fed12f3db0431d3dc8088	1296670650	released
6b409aca-3945-4ec0-b240-b6a2ba73e9df	TCGA-B0-5693-01Z-00-DX1.357ab4bd-c410-4843-96a2-8b6c5b56d9d6.svs	a1739be492426ae90f78f5a067335ff9	1002058871	released
860087e0-88fc-461b-a35b-eb9e44fa48ec	TCGA-BP-4341-01Z-00-DX1.095921d7-ee43-4837-9dd4-263fe071ddb8.svs	bd919c2ee28970a908480e67f98c1126	958310216	released
95b13468-feae-4e41-88c3-e8c99b598d3e	TCGA-B8-4622-01Z-00-DX1.4b46b786-3c2d-4520-a405-5ea10d346b74.svs	f453aa59abd5aecc5b39052917537726	1035304247	released
ef6420d9-75be-4134-a8c2-3ea3191b63d5	TCGA-BP-4327-01Z-00-DX1.fd80b9b2-ec68-4e6a-b0ce-a08c9baba9b7.svs	afefac6fbc0334fce53444b91366015d	901985470	released
c1085283-c36f-4cdd-9ef4-0d07110646e0	TCGA-CJ-4868-01Z-00-DX1.95E8398F-7709-42F0-9F2B-2D185B4429AE.svs	902dfc83b721a6321956514c359e44e0	1894136213	released
e4ce37aa-dfc5-42c5-a20f-c96f019fd146	TCGA-BP-5185-01Z-00-DX1.e965a765-7610-4299-8a21-b4e004f6892e.svs	2e9c1fe9037f65abefe12f33bf6a1a0a	1117722819	released
040f15b5-d56a-4444-905b-50148b2bfb76	TCGA-AK-3443-01Z-00-DX1.bf067de8-9ca9-4be2-b064-2257ee323a09.svs	ceb2c12d1461fe138bbba988877317bc	222444089	released
1b712268-0b00-4448-b648-e0ce1c974f2d	TCGA-B0-5116-01Z-00-DX1.48fbc5d2-2fda-4ad3-86ee-ab43fb0f56cb.svs	eaf44d414f5aa9961669990813da8ac0	965851535	released
b01ef9e2-17c1-4d74-aab7-dbb1a2ca982c	TCGA-B0-4843-01Z-00-DX1.22597d5c-43e9-4ed1-a2c2-68d2f70fd5c4.svs	d751dcf53926033b778b59f1ebb874bf	697751033	released
2afa2be6-ddfe-47da-8028-17be3983ab03	TCGA-B0-5713-01Z-00-DX1.afdee2d7-be99-4a3f-addf-b4942b891e7a.svs	d8e1a88b2a981ae5dc59527f32fd2da1	815442335	released
046e7251-d56c-403c-916f-b70cd0d244e8	TCGA-CJ-4637-01Z-00-DX1.5632396E-A880-4686-9E94-89E3F01AFBFB.svs	06bf0df1371eb49eaf27c8825dfb220b	899763249	released
39eefac1-cc1c-4633-a491-c72372e22725	TCGA-CZ-5452-01Z-00-DX1.470c0bee-aba6-4cd5-a3c4-ef05ea3bf14f.svs	cf2b2856fdaf3a8a92089c598664fa86	456525951	released
a8840ba7-8d4b-417a-8cfb-0b1e4c409986	TCGA-BP-4758-01Z-00-DX1.f30694f7-b54f-43d8-a71c-0558caf0621c.svs	4005520c57fb707d3bd0bf9895f94bac	676712716	released
fcbfa7a9-90d8-45a2-aff9-9645e971c520	TCGA-A3-3317-01Z-00-DX1.ca503755-bfa6-462b-b37e-09e8ca97edeb.svs	0e62be1226eab2eb1c127b579ebe49e4	162968131	released
3857cf38-934e-424c-86bb-34c2c8b897d6	TCGA-B0-4718-01Z-00-DX1.24cc8660-df2d-4910-ae5d-68b6ab6feb57.svs	80b1739a67f7d707492a056a55fbaad4	1131737799	released
85b860f7-f488-49bd-a027-07992845c88f	TCGA-BP-4776-01Z-00-DX1.97ce4fa4-eaa7-47c0-8baa-5aeba076696b.svs	d9024239c74d731049a21c92405a1232	662590192	released
931f4590-5281-498a-b76e-680a63a16561	TCGA-BP-4174-01Z-00-DX1.be4a0246-98f6-44c3-a00f-dfb7d076e9db.svs	fa9dd611b218f2dd68826fe63d6d7054	879590732	released
9de35aec-1050-43bc-81fc-dcdef6b0c16b	TCGA-DV-5568-01Z-00-DX1.a93bd551-4146-493a-afeb-653ba63a95c1.svs	5a2c2959e37bd7cdc816c53e3008beb9	728259287	released
e9888e22-eb29-4db3-9743-7ce45449d360	TCGA-CJ-4888-01Z-00-DX1.3C25F016-BC38-4B8A-9DCF-6ACCDEEC2525.svs	5dce67fe3c889ea35d586dffee1233fe	1476337447	released
2be74b1d-c81b-46e6-8c9e-c87fc5bce265	TCGA-BP-5006-01Z-00-DX1.98cb6ac9-bb30-4b71-aa66-0d08f80ecd55.svs	70f01a23755fb7447870788560888b7c	1297943340	released
c5981004-1859-4276-a19e-b7c15aa8f5b8	TCGA-CZ-5988-01Z-00-DX1.7ba4c0f1-0301-4128-819a-15958727dba7.svs	2fc1313c3ed0f71cb2a915b73a460f07	545415847	released
6bc2e9c1-ca86-4138-9eed-fdc1dc1ca784	TCGA-CJ-4869-01Z-00-DX1.0963305A-0BA8-4266-A4D7-B37A98FA342F.svs	ea4c2662d157e728739720351e72bcad	1324453321	released
f4f957ca-cb8b-4842-9cc3-39e2457e752b	TCGA-CJ-6033-01Z-00-DX1.5DD2C8F4-50E1-47C3-B5D4-058AE04095DD.svs	48aa9d990fd065794cbb07aba8448af0	2167965733	released
58728743-a54c-4526-be3d-6995df31fea1	TCGA-BP-4325-01Z-00-DX1.f3299377-fdc2-4ac0-b26e-487ef77cac8b.svs	6d8912839ab01aec5e8a89c15d463bf5	1028808396	released
3982ec8b-8fcb-4045-ba36-50ac8edb640c	TCGA-BP-4803-01Z-00-DX1.6d00ac00-b812-44bf-a826-b24194bd8ab0.svs	876d7296334263189c8a03de3a0578d5	842640942	released
a6d594af-7407-4547-aa8a-627731f821a1	TCGA-BP-4969-01Z-00-DX1.30906c32-0008-45d9-9a37-d468cfcb28e3.svs	02b56c93da94e27f45ee9aa0c9f3cd03	784519474	released
ba3337c8-2927-4966-a5af-39e5cef43ccf	TCGA-BP-4167-01Z-00-DX1.26d14577-75fd-4c0d-8ebd-3a6a8b240bff.svs	90c34c8b77a563220a3994eb0b368003	853817874	released
ad856817-d5b2-4cd7-b352-6c354a05dbed	TCGA-BP-5181-01Z-00-DX1.cc8df798-7f23-43a8-abb4-96e84afa2271.svs	eb1f4ba1b7f38bb205a4b3d9ebfb4299	856145486	released
3f1f6197-94da-4567-a1df-b0b5b1146a07	TCGA-EU-5907-01Z-00-DX1.22c3e851-d286-437f-b7ac-50350a001888.svs	ad3b5fee308baac0cb0f484564225e5e	762633959	released
907b6c9e-afc5-4f3b-a398-dbee7f52de54	TCGA-A3-3347-01Z-00-DX1.a06c9ca5-97d5-46a8-95e5-7bf9570a6dc7.svs	a8fd31339e8594fbddccf21820159561	315497477	released
d4df9741-393c-426d-89da-e499dbd27a57	TCGA-B0-4824-01Z-00-DX1.c454abac-df1a-4610-be22-49358c436f8d.svs	d409ad4d1b106b1caedbd6fc8c893677	948535583	released
03559182-08cd-4788-af81-c5a48dc9fa82	TCGA-CZ-4853-01Z-00-DX1.1e328b6f-eabf-48c6-aa23-dafaff4b88cc.svs	973db9ce33d17a3aa059b07e40b64771	600366706	released
b0043872-859e-48b5-8a7c-b28e6dfacd04	TCGA-BP-5007-01Z-00-DX1.3d9c2588-3310-4fbc-8bc0-7185e9b0d83b.svs	9aed2c67ad5f4ac76c3df0beb01b3855	1070947112	released
